station_id,sensor_id,latitude,longitude,road_name,direction,county,city,station_type,district,state
400514,400514,37.334602000000004,-121.93628799999999,880,S,85,68000.0,mainline,4,CA
400519,400519,37.255257,-121.85256000000001,85,S,85,68000.0,mainline,4,CA
400528,400528,37.388892999999996,-122.06882900000001,85,S,85,49670.0,mainline,4,CA
400545,400545,37.40013,-122.03362800000001,101,S,85,77000.0,mainline,4,CA
400560,400560,37.324839000000004,-122.00289099999999,280,N,85,69084.0,mainline,4,CA
400563,400563,37.325124,-121.89306200000001,87,N,85,68000.0,mainline,4,CA
400567,400567,37.418931,-121.96282099999999,237,E,85,68000.0,mainline,4,CA
400581,400581,37.403169,-122.026944,237,W,85,77000.0,mainline,4,CA
400582,400582,37.275211999999996,-122.004898,85,S,85,68000.0,mainline,4,CA
400586,400586,37.376835,-121.94253700000002,101,S,85,68000.0,mainline,4,CA
400637,400637,37.255322,-121.85576499999999,85,S,85,68000.0,mainline,4,CA
400643,400643,37.390763,-121.99491200000001,101,S,85,77000.0,mainline,4,CA
400648,400648,37.303016,-122.034801,85,S,85,68000.0,mainline,4,CA
400649,400649,37.251740999999996,-121.958118,17,N,85,44112.0,mainline,4,CA
400654,400654,37.297486,-121.874117,87,N,85,68000.0,mainline,4,CA
400664,400664,37.303458,-121.878143,87,N,85,68000.0,mainline,4,CA
400665,400665,37.341439,-121.849299,680,S,85,68000.0,mainline,4,CA
400668,400668,37.35512,-121.86696699999999,101,N,85,68000.0,mainline,4,CA
400673,400673,37.329972,-122.013423,280,S,85,17610.0,mainline,4,CA
400677,400677,37.320009999999996,-122.04875700000001,85,N,85,17610.0,mainline,4,CA
400687,400687,37.408459,-122.002706,237,W,85,77000.0,mainline,4,CA
400688,400688,37.259412,-121.966974,85,N,85,44112.0,mainline,4,CA
400690,400690,37.255184,-121.87681699999999,85,S,85,68000.0,mainline,4,CA
400700,400700,37.251345,-121.93408899999999,85,S,85,,mainline,4,CA
400709,400709,37.341275,-121.927699,880,S,85,68000.0,mainline,4,CA
400713,400713,37.251585,-121.934046,85,N,85,,mainline,4,CA
400714,400714,37.316788,-121.95351200000002,280,N,85,68000.0,mainline,4,CA
400715,400715,37.256205,-121.95535500000001,17,N,85,44112.0,mainline,4,CA
400717,400717,37.250424,-121.91246699999999,85,S,85,68000.0,mainline,4,CA
400723,400723,37.334296,-121.936706,880,S,85,68000.0,mainline,4,CA
400743,400743,37.398989,-122.028373,101,S,85,77000.0,mainline,4,CA
400750,400750,37.250746,-121.90776299999999,85,N,85,68000.0,mainline,4,CA
400760,400760,37.374628,-121.931055,101,N,85,68000.0,mainline,4,CA
400772,400772,37.250448,-121.928226,85,S,85,68000.0,mainline,4,CA
400790,400790,37.391921999999994,-121.998077,101,N,85,77000.0,mainline,4,CA
400792,400792,37.255491,-121.95554299999999,85,S,85,68000.0,mainline,4,CA
400794,400794,37.390421999999994,-121.99371599999999,101,S,85,77000.0,mainline,4,CA
400799,400799,37.327927,-121.87613700000001,280,N,85,68000.0,mainline,4,CA
400804,400804,37.336089,-121.848437,101,N,85,68000.0,mainline,4,CA
400822,400822,37.255715,-121.955375,85,N,85,68000.0,mainline,4,CA
400823,400823,37.334457,-122.035326,280,N,85,17610.0,mainline,4,CA
400828,400828,37.298804,-122.03007099999999,85,S,85,68000.0,mainline,4,CA
400832,400832,37.254601,-121.956775,17,S,85,44112.0,mainline,4,CA
400837,400837,37.303359,-121.87806599999999,87,S,85,68000.0,mainline,4,CA
400842,400842,37.261849,-121.859205,87,S,85,68000.0,mainline,4,CA
400863,400863,37.371809000000006,-121.91655,101,N,85,68000.0,mainline,4,CA
400869,400869,37.403673,-122.069953,85,S,85,49670.0,mainline,4,CA
400873,400873,37.420927,-121.93673999999999,237,E,85,68000.0,mainline,4,CA
400895,400895,37.380958,-121.96074099999998,101,S,85,68000.0,mainline,4,CA
400904,400904,37.395067,-122.01051799999999,101,S,85,77000.0,mainline,4,CA
400907,400907,37.257815,-121.96236999999999,85,S,85,44112.0,mainline,4,CA
400911,400911,37.372673999999996,-121.922087,101,N,85,68000.0,mainline,4,CA
400916,400916,37.320403999999996,-121.89031000000001,87,N,85,68000.0,mainline,4,CA
400922,400922,37.363644,-121.89953500000001,101,S,85,68000.0,mainline,4,CA
400934,400934,37.254002,-121.94936499999999,85,S,85,68000.0,mainline,4,CA
400951,400951,37.325151,-121.940679,880,N,85,,mainline,4,CA
400952,400952,37.279234,-122.01035,85,N,85,70280.0,mainline,4,CA
400953,400953,37.327241,-121.88076000000001,280,N,85,68000.0,mainline,4,CA
400964,400964,37.376684999999995,-121.94075,101,N,85,68000.0,mainline,4,CA
400965,400965,37.363310999999996,-121.893592,101,N,85,68000.0,mainline,4,CA
400970,400970,37.409755,-121.99593300000001,237,E,85,77000.0,mainline,4,CA
400971,400971,37.368669,-121.90133600000001,880,S,85,68000.0,mainline,4,CA
400973,400973,37.417801000000004,-121.97228799999999,237,E,85,69084.0,mainline,4,CA
400995,400995,37.313375,-121.88610600000001,87,S,85,68000.0,mainline,4,CA
400996,400996,37.350928,-121.862378,101,N,85,68000.0,mainline,4,CA
401014,401014,37.420505,-121.9392,237,W,85,68000.0,mainline,4,CA
401129,401129,37.266721999999994,-121.859225,87,N,85,68000.0,mainline,4,CA
401154,401154,37.266658,-121.85921,87,S,85,68000.0,mainline,4,CA
401163,401163,37.316756,-121.92318600000002,280,S,85,68000.0,mainline,4,CA
401167,401167,37.316984000000005,-121.923208,280,N,85,68000.0,mainline,4,CA
401210,401210,37.291198,-122.02339099999999,85,N,85,70280.0,mainline,4,CA
401224,401224,37.291053999999995,-122.02363799999999,85,S,85,70280.0,mainline,4,CA
401327,401327,37.315095,-121.914498,280,S,85,68000.0,mainline,4,CA
401351,401351,37.401701,-122.03287900000001,237,W,85,77000.0,mainline,4,CA
401388,401388,37.316628,-121.95243799999999,280,S,85,68000.0,mainline,4,CA
401391,401391,37.337881,-121.85467,280,S,85,68000.0,mainline,4,CA
401400,401400,37.316841,-121.952427,280,N,85,68000.0,mainline,4,CA
401403,401403,37.338232,-121.854583,280,N,85,68000.0,mainline,4,CA
401440,401440,37.356826,-121.908804,880,S,85,68000.0,mainline,4,CA
401457,401457,37.279515,-121.86478400000001,87,S,85,68000.0,mainline,4,CA
401464,401464,37.424833,-121.916049,880,N,85,47766.0,mainline,4,CA
401489,401489,37.427486,-121.91696200000001,880,N,85,47766.0,mainline,4,CA
401495,401495,37.255346,-121.85898,85,S,85,68000.0,mainline,4,CA
401507,401507,37.412677,-122.07953899999998,101,N,85,49670.0,mainline,4,CA
401534,401534,37.407511,-122.065278,101,N,85,49670.0,mainline,4,CA
401541,401541,37.370203000000004,-121.90151399999999,880,N,85,68000.0,mainline,4,CA
401555,401555,37.255657,-121.858984,85,N,85,68000.0,mainline,4,CA
401560,401560,37.357526,-121.90788400000001,880,N,85,68000.0,mainline,4,CA
401567,401567,37.279628,-121.86483799999999,87,N,85,68000.0,mainline,4,CA
401597,401597,37.2874,-121.869623,87,N,85,68000.0,mainline,4,CA
401606,401606,37.287298,-121.869548,87,S,85,68000.0,mainline,4,CA
401611,401611,37.318919,-121.940307,880,S,85,,mainline,4,CA
401655,401655,37.335596,-121.858919,280,N,85,68000.0,mainline,4,CA
401808,401808,37.334883000000005,-121.86006599999999,280,N,85,68000.0,mainline,4,CA
401809,401809,37.334524,-121.860098,280,S,85,68000.0,mainline,4,CA
401810,401810,37.32592,-121.88398899999999,280,N,85,68000.0,mainline,4,CA
401811,401811,37.325651,-121.883953,280,S,85,68000.0,mainline,4,CA
401816,401816,37.371159999999996,-121.92688500000001,87,S,85,,mainline,4,CA
401817,401817,37.371274,-121.92691699999999,87,N,85,,mainline,4,CA
401845,401845,37.332668,-122.06062800000001,280,N,85,17610.0,mainline,4,CA
401846,401846,37.332482,-122.060617,280,S,85,17610.0,mainline,4,CA
401890,401890,37.343447,-121.855539,101,N,85,68000.0,mainline,4,CA
401891,401891,37.343293,-121.855795,101,S,85,68000.0,mainline,4,CA
401906,401906,37.335259,-121.848031,101,S,85,68000.0,mainline,4,CA
401908,401908,37.335284,-121.84766200000001,101,N,85,68000.0,mainline,4,CA
401926,401926,37.411999,-122.078452,101,S,85,49670.0,mainline,4,CA
401936,401936,37.407282,-122.06515,101,S,85,49670.0,mainline,4,CA
401937,401937,37.411338,-122.076826,101,S,85,49670.0,mainline,4,CA
401942,401942,37.322594,-121.89785800000001,280,N,85,68000.0,mainline,4,CA
401943,401943,37.322361,-121.8978,280,S,85,68000.0,mainline,4,CA
401948,401948,37.409514,-122.07172800000001,101,N,85,49670.0,mainline,4,CA
401957,401957,37.270311,-121.861079,87,N,85,68000.0,mainline,4,CA
401958,401958,37.270209,-121.860998,87,S,85,68000.0,mainline,4,CA
401994,401994,37.385523,-121.975872,101,N,85,69084.0,mainline,4,CA
401996,401996,37.396411,-122.015716,101,N,85,77000.0,mainline,4,CA
401997,401997,37.398596999999995,-122.02569299999999,101,N,85,77000.0,mainline,4,CA
401998,401998,37.404178,-122.05107,101,N,85,49670.0,mainline,4,CA
402056,402056,37.328953999999996,-121.89564299999999,87,N,85,68000.0,mainline,4,CA
402057,402057,37.336401,-121.89756299999999,87,S,85,68000.0,mainline,4,CA
402058,402058,37.337137,-121.897741,87,S,85,68000.0,mainline,4,CA
402059,402059,37.337478999999995,-121.897848,87,N,85,68000.0,mainline,4,CA
402060,402060,37.356654999999996,-122.062397,85,N,85,,mainline,4,CA
402061,402061,37.356615999999995,-122.06262,85,S,85,,mainline,4,CA
402067,402067,37.321366999999995,-121.899571,280,S,85,68000.0,mainline,4,CA
402117,402117,37.344302,-121.902123,87,S,85,68000.0,mainline,4,CA
402118,402118,37.344411,-121.902181,87,N,85,68000.0,mainline,4,CA
402119,402119,37.421182,-121.91503600000001,880,S,85,47766.0,mainline,4,CA
402120,402120,37.399227,-121.908515,880,S,85,68000.0,mainline,4,CA
402121,402121,37.380274,-121.90406100000001,880,S,85,68000.0,mainline,4,CA
402281,402281,37.38449,-121.904845,880,N,85,68000.0,mainline,4,CA
402282,402282,37.384485,-121.90504399999999,880,S,85,68000.0,mainline,4,CA
402283,402283,37.391595,-121.90650600000001,880,N,85,68000.0,mainline,4,CA
402284,402284,37.391557,-121.90671,880,S,85,68000.0,mainline,4,CA
402285,402285,37.398697999999996,-121.908172,880,N,85,68000.0,mainline,4,CA
402286,402286,37.405823999999996,-121.909842,880,N,85,68000.0,mainline,4,CA
402287,402287,37.405777,-121.910072,880,S,85,47766.0,mainline,4,CA
402288,402288,37.419153,-121.914103,880,N,85,47766.0,mainline,4,CA
402289,402289,37.419106,-121.914308,880,S,85,47766.0,mainline,4,CA
402359,402359,37.329728,-121.842102,101,N,85,68000.0,mainline,4,CA
402360,402360,37.329591,-121.84236100000001,101,S,85,68000.0,mainline,4,CA
402361,402361,37.336549,-121.848881,101,N,85,68000.0,mainline,4,CA
402362,402362,37.358996000000005,-121.871981,101,N,85,68000.0,mainline,4,CA
402363,402363,37.3588,-121.87209399999999,101,S,85,68000.0,mainline,4,CA
402364,402364,37.368103999999995,-121.90788,101,N,85,68000.0,mainline,4,CA
402365,402365,37.367859,-121.90797099999999,101,S,85,68000.0,mainline,4,CA
402366,402366,37.388542,-121.986478,101,N,85,69084.0,mainline,4,CA
402367,402367,37.388372,-121.986538,101,S,85,69084.0,mainline,4,CA
402368,402368,37.393954,-122.005269,101,N,85,77000.0,mainline,4,CA
402369,402369,37.393755,-122.005329,101,S,85,77000.0,mainline,4,CA
402370,402370,37.395920000000004,-122.013438,101,N,85,77000.0,mainline,4,CA
402371,402371,37.396611,-122.017518,101,S,85,77000.0,mainline,4,CA
402372,402372,37.40547,-122.055924,101,N,85,49670.0,mainline,4,CA
402373,402373,37.405335,-122.056343,101,S,85,49670.0,mainline,4,CA
403225,403225,37.349517,-121.91728,880,S,85,68000.0,mainline,4,CA
403265,403265,37.349229,-121.917686,880,S,85,68000.0,mainline,4,CA
403329,403329,37.270267,-121.947353,17,N,85,10340.0,mainline,4,CA
403401,403401,37.328484,-121.870843,280,S,85,68000.0,mainline,4,CA
403402,403402,37.328720000000004,-121.870796,280,N,85,68000.0,mainline,4,CA
403404,403404,37.327807,-121.874899,280,S,85,68000.0,mainline,4,CA
403406,403406,37.32592,-121.88331399999998,280,S,85,68000.0,mainline,4,CA
403409,403409,37.324015,-121.89067299999999,280,S,85,68000.0,mainline,4,CA
403412,403412,37.32243,-121.89764,280,S,85,68000.0,mainline,4,CA
403414,403414,37.314844,-121.913648,280,S,85,68000.0,mainline,4,CA
403419,403419,37.316765999999994,-121.921548,280,S,85,68000.0,mainline,4,CA
404370,404370,37.296028,-121.939132,17,N,85,10340.0,mainline,4,CA
404434,404434,37.265521,-121.98154,85,N,85,10340.0,mainline,4,CA
404435,404435,37.326592,-122.050852,85,N,85,17610.0,mainline,4,CA
404444,404444,37.265311,-121.98169399999999,85,S,85,10340.0,mainline,4,CA
404451,404451,37.27263,-121.862544,87,N,85,68000.0,mainline,4,CA
404452,404452,37.284773,-121.867709,87,N,85,68000.0,mainline,4,CA
404453,404453,37.309111,-121.88259599999999,87,N,85,68000.0,mainline,4,CA
404461,404461,37.309012,-121.88251799999999,87,S,85,68000.0,mainline,4,CA
404462,404462,37.272658,-121.86255600000001,87,S,85,68000.0,mainline,4,CA
404521,404521,37.382585999999996,-121.965617,101,N,85,68000.0,mainline,4,CA
404522,404522,37.402071,-122.041627,101,N,85,77000.0,mainline,4,CA
404553,404553,37.395734000000004,-122.01348899999999,101,S,85,77000.0,mainline,4,CA
404554,404554,37.401893,-122.041683,101,S,85,77000.0,mainline,4,CA
404585,404585,37.406760999999996,-122.009541,237,E,85,77000.0,mainline,4,CA
404586,404586,37.406939,-122.00956599999999,237,W,85,77000.0,mainline,4,CA
404640,404640,37.333614000000004,-122.049627,280,S,85,17610.0,mainline,4,CA
404753,404753,37.364689,-121.90298899999999,101,N,85,68000.0,mainline,4,CA
404759,404759,37.365167,-121.901551,880,S,85,68000.0,mainline,4,CA
405613,405613,37.262704,-121.85853300000001,87,N,85,68000.0,mainline,4,CA
405619,405619,37.284665000000004,-121.867631,87,S,85,68000.0,mainline,4,CA
405701,405701,37.316969,-121.924481,280,N,85,68000.0,mainline,4,CA
407150,407150,37.427274,-121.88443600000001,680,N,85,47766.0,mainline,4,CA
407151,407151,37.420741,-121.882093,680,N,85,68000.0,mainline,4,CA
407152,407152,37.416073,-121.880751,680,N,85,68000.0,mainline,4,CA
407153,407153,37.398059,-121.87521100000001,680,N,85,,mainline,4,CA
407155,407155,37.391513,-121.87037600000001,680,N,85,68000.0,mainline,4,CA
407157,407157,37.385475,-121.86383899999998,680,N,85,,mainline,4,CA
407161,407161,37.40777,-121.878234,680,N,85,68000.0,mainline,4,CA
407165,407165,37.344023,-121.845368,680,N,85,68000.0,mainline,4,CA
407172,407172,37.341738,-121.84836899999999,680,N,85,68000.0,mainline,4,CA
407173,407173,37.342007,-121.847982,680,N,85,68000.0,mainline,4,CA
407174,407174,37.40088,-121.876103,680,N,85,68000.0,mainline,4,CA
407176,407176,37.358523,-121.840267,680,N,85,68000.0,mainline,4,CA
407177,407177,37.360223,-121.84128500000001,680,N,85,68000.0,mainline,4,CA
407179,407179,37.368611,-121.84660900000002,680,N,85,,mainline,4,CA
407180,407180,37.372785,-121.850839,680,N,85,,mainline,4,CA
407181,407181,37.379684000000005,-121.85778300000001,680,N,85,,mainline,4,CA
407184,407184,37.427403000000005,-121.884848,680,S,85,47766.0,mainline,4,CA
407185,407185,37.420881,-121.882423,680,S,85,68000.0,mainline,4,CA
407186,407186,37.391614000000004,-121.870798,680,S,85,,mainline,4,CA
407187,407187,37.383139,-121.861675,680,S,85,,mainline,4,CA
407190,407190,37.412704,-121.880023,680,S,85,68000.0,mainline,4,CA
407191,407191,37.407919,-121.878542,680,S,85,68000.0,mainline,4,CA
407194,407194,37.344190999999995,-121.845564,680,S,85,68000.0,mainline,4,CA
407200,407200,37.398207,-121.875543,680,S,85,,mainline,4,CA
407202,407202,37.360613,-121.841794,680,S,85,68000.0,mainline,4,CA
407204,407204,37.366096999999996,-121.84510300000001,680,S,85,68000.0,mainline,4,CA
407206,407206,37.372896999999995,-121.851246,680,S,85,,mainline,4,CA
407207,407207,37.379794,-121.85818799999998,680,S,85,,mainline,4,CA
407321,407321,37.333648,-122.056851,85,N,85,77000.0,mainline,4,CA
407323,407323,37.396419,-122.068661,85,N,85,49670.0,mainline,4,CA
407325,407325,37.383707,-122.06810800000001,85,N,85,49670.0,mainline,4,CA
407328,407328,37.377217,-122.06754199999999,85,N,85,49670.0,mainline,4,CA
407331,407331,37.335431,-122.05833700000001,85,N,85,77000.0,mainline,4,CA
407332,407332,37.407311,-122.069566,85,N,85,49670.0,mainline,4,CA
407335,407335,37.373213,-122.06736799999999,85,N,85,49670.0,mainline,4,CA
407336,407336,37.363146,-122.062707,85,N,85,,mainline,4,CA
407337,407337,37.353092,-122.0609,85,N,85,77000.0,mainline,4,CA
407339,407339,37.351571,-122.06028500000001,85,N,85,77000.0,mainline,4,CA
407341,407341,37.344713,-122.059766,85,N,85,17610.0,mainline,4,CA
407342,407342,37.379094,-122.067604,85,N,85,49670.0,mainline,4,CA
407344,407344,37.331501,-122.05468700000002,85,N,85,77000.0,mainline,4,CA
407348,407348,37.384273,-122.06841200000001,85,S,85,49670.0,mainline,4,CA
407352,407352,37.377057,-122.067805,85,S,85,49670.0,mainline,4,CA
407359,407359,37.407146999999995,-122.07005500000001,85,S,85,49670.0,mainline,4,CA
407360,407360,37.373187,-122.067646,85,S,85,49670.0,mainline,4,CA
407361,407361,37.363107,-122.063006,85,S,85,,mainline,4,CA
407364,407364,37.351529,-122.06051799999999,85,S,85,77000.0,mainline,4,CA
407367,407367,37.379368,-122.067871,85,S,85,49670.0,mainline,4,CA
407370,407370,37.333574,-122.05700700000001,85,S,85,77000.0,mainline,4,CA
407372,407372,37.344708000000004,-122.059991,85,S,85,77000.0,mainline,4,CA
407373,407373,37.337629,-122.05971699999999,85,S,85,17610.0,mainline,4,CA
407374,407374,37.395123,-122.06861200000002,85,S,85,49670.0,mainline,4,CA
407710,407710,37.317459,-121.93879299999999,280,N,85,68000.0,mainline,4,CA
407711,407711,37.317112,-121.941507,280,S,85,68000.0,mainline,4,CA
408907,408907,37.321822,-121.940425,880,N,85,,mainline,4,CA
408911,408911,37.325153,-121.940859,880,S,85,,mainline,4,CA
409524,409524,37.348448,-121.907247,87,N,85,68000.0,mainline,4,CA
409525,409525,37.362565999999994,-121.917493,87,N,85,,mainline,4,CA
409526,409526,37.366737,-121.921627,87,N,85,,mainline,4,CA
409528,409528,37.362466999999995,-121.917418,87,S,85,,mainline,4,CA
409529,409529,37.366662,-121.92151899999999,87,S,85,,mainline,4,CA
413026,413026,37.421232,-121.91480800000001,880,N,85,47766.0,mainline,4,CA
413845,413845,37.422887,-121.925747,237,W,85,69084.0,mainline,4,CA
413877,413877,37.321613,-121.89964199999999,280,N,85,68000.0,mainline,4,CA
413878,413878,37.324641,-121.888603,280,N,85,68000.0,mainline,4,CA
414284,414284,37.323066,-121.89653799999999,280,N,85,68000.0,mainline,4,CA
414694,414694,37.315051000000004,-121.91349699999999,280,N,85,,mainline,4,CA
